Adm_No,Name,Class,Gender,Subject,Marks,Percentage,Term
507,Student_507,III,Female,Maths,37.8,46.9,Mid
508,Student_508,I,Other,Maths,33.3,38.5,Final
509,Student_509,II,Other,Maths,68.6,83.3,Mid
510,Student_510,III,Female,Maths,80.6,80.3,Final
511,Student_511,I,Male,Maths,60.1,66.6,Mid
512,Student_512,II,Other,Maths,67.7,44.8,Final
513,Student_513,III,Female,Maths,91.6,79.2,Mid
514,Student_514,I,Male,Maths,82.0,86.5,Final
515,Student_515,II,Female,Maths,60.8,68.3,Mid
516,Student_516,III,Male,Maths,65.2,72.1,Final
517,Student_517,I,Male,Maths,84.0,92.0,Mid
518,Student_518,II,Female,Maths,54.6,63.9,Final
519,Student_519,III,Female,Maths,37.5,38.1,Mid
520,Student_520,I,Female,Maths,52.9,59.4,Final
521,Student_521,II,Other,Maths,29.5,39.9,Mid
522,Student_522,III,Female,Maths,95.1,82.5,Final
523,Student_523,I,Other,Maths,65.5,71.0,Mid
524,Student_524,II,Other,Maths,85.5,91.1,Final
525,Student_525,III,Other,Maths,42.6,26.1,Mid
526,Student_526,I,Male,Maths,81.0,62.4,Final
527,Student_527,II,Other,Maths,87.8,78.7,Mid
528,Student_528,III,Male,Maths,86.8,84.5,Final
529,Student_529,I,Female,Maths,66.4,73.5,Mid
530,Student_530,II,Female,Maths,73.2,62.6,Final
531,Student_531,III,Male,Maths,79.7,84.9,Mid
532,Student_532,I,Male,Maths,77.9,92.2,Final
533,Student_533,II,Other,Maths,95.8,100.0,Mid
534,Student_534,III,Other,Maths,60.0,71.1,Final
535,Student_535,I,Male,Maths,77.5,85.6,Mid
536,Student_536,II,Female,Maths,56.8,42.8,Final
537,Student_537,III,Male,Maths,55.1,40.5,Mid
538,Student_538,I,Other,Maths,29.6,36.6,Final
539,Student_539,II,Other,Maths,72.5,79.2,Mid
540,Student_540,III,Other,Maths,86.0,94.6,Final
541,Student_541,I,Female,Maths,86.2,68.7,Mid
542,Student_542,II,Male,Maths,85.1,69.6,Final
543,Student_543,III,Male,Maths,55.8,62.3,Mid
544,Student_544,I,Male,Maths,81.2,70.2,Final
545,Student_545,II,Other,Maths,76.9,74.3,Mid
546,Student_546,III,Male,Maths,92.5,88.2,Final
547,Student_547,I,Other,Maths,73.7,67.4,Mid
548,Student_548,II,Other,Maths,80.0,82.1,Final
549,Student_549,III,Male,Maths,91.3,94.3,Mid
550,Student_550,I,Other,Maths,,65.9,Final
551,Student_551,II,Other,Maths,68.2,68.0,Mid
552,Student_552,III,Female,Maths,77.8,73.7,Final
553,Student_553,I,Female,Maths,100.0,82.5,Mid
554,Student_554,II,Male,Maths,60.3,54.9,Final
555,Student_555,III,Female,Maths,90.9,89.8,Mid
556,Student_556,I,Other,Maths,64.5,68.3,Final
557,Student_557,II,Female,Maths,20.3,27.3,Mid
558,Student_558,III,Male,Maths,66.7,63.8,Final
559,Student_559,I,Female,Maths,40.5,46.5,Mid
560,Student_560,II,Other,Maths,41.6,44.4,Final
561,Student_561,III,Male,Maths,44.1,62.0,Mid
562,Student_562,I,Other,Maths,74.1,69.5,Final
563,Student_563,II,Male,Maths,60.8,68.7,Mid
564,Student_564,III,Male,Maths,81.1,61.3,Final
565,Student_565,I,Female,Maths,52.6,60.3,Mid
566,Student_566,II,Female,Maths,57.3,60.6,Final
567,Student_567,III,Other,Maths,76.9,77.2,Mid
568,Student_568,I,Male,Maths,85.4,89.1,Final
569,Student_569,II,Male,Maths,60.5,78.1,Mid
570,Student_570,III,Female,Maths,47.5,46.6,Final
571,Student_571,I,Other,Maths,100.0,97.3,Mid
572,Student_572,II,Other,Maths,69.0,71.8,Final
573,Student_573,III,Female,Maths,49.9,52.0,Mid
574,Student_574,I,Other,Maths,44.1,47.1,Final
575,Student_575,II,Other,Maths,47.8,55.7,Mid
576,Student_576,III,Other,Maths,64.7,70.6,Final
577,Student_577,I,Other,Maths,72.0,56.5,Mid
578,Student_578,II,Female,Maths,55.0,50.1,Final
579,Student_579,III,Other,Maths,63.1,54.5,Mid
580,Student_580,I,Male,Maths,54.7,59.6,Final
581,Student_581,II,Female,Maths,86.5,76.6,Mid
582,Student_582,III,Other,Maths,80.4,68.4,Final
583,Student_583,I,Male,Maths,58.4,61.8,Mid
584,Student_584,II,Female,Maths,100.0,75.6,Final
585,Student_585,III,Other,Maths,76.1,85.1,Mid
586,Student_586,I,Male,Maths,31.4,42.7,Final
587,Student_587,II,Other,Maths,49.0,56.7,Mid
588,Student_588,III,Female,Maths,57.5,61.8,Final
589,Student_589,I,Other,Maths,47.3,39.5,Mid
590,Student_590,II,Female,Maths,91.2,97.7,Final
591,Student_591,III,Male,Maths,74.4,93.8,Mid
592,Student_592,I,Other,Maths,38.7,44.1,Final
593,Student_593,II,Male,Maths,41.5,44.5,Mid
594,Student_594,III,Male,Maths,44.2,40.1,Final
595,Student_595,I,Other,Maths,41.0,65.9,Mid
596,Student_596,II,Other,Maths,41.9,45.0,Final
597,Student_597,III,Male,Maths,51.2,51.6,Mid
598,Student_598,I,Female,Maths,44.2,43.6,Final
599,Student_599,II,Male,Maths,84.0,76.7,Mid
600,Student_600,III,Male,Maths,90.7,100.0,Final
601,Student_601,I,Other,Maths,38.2,39.5,Mid
602,Student_602,II,Male,Maths,80.8,79.9,Final
603,Student_603,III,Female,Maths,66.7,69.4,Mid
604,Student_604,I,Other,Maths,49.9,45.7,Final
605,Student_605,II,Other,Maths,85.9,95.2,Mid
606,Student_606,III,Female,Maths,80.9,76.1,Final
607,Student_607,I,Other,Maths,67.0,69.4,Mid
608,Student_608,II,Female,Maths,73.1,65.3,Final
609,Student_609,III,Male,Maths,56.7,45.1,Mid
610,Student_610,I,Male,Maths,36.1,27.3,Final
611,Student_611,II,Other,Maths,39.7,52.8,Mid
612,Student_612,III,Other,Maths,73.0,79.4,Final
613,Student_613,I,Female,Maths,81.8,79.4,Mid
614,Student_614,II,Other,Maths,67.5,70.9,Final
615,Student_615,III,Other,Maths,49.7,56.0,Mid
616,Student_616,I,Female,Maths,48.1,39.5,Final
617,Student_617,II,Male,Maths,89.3,100.0,Mid
618,Student_618,III,Other,Maths,30.5,46.7,Final
619,Student_619,I,Other,Maths,73.8,83.5,Mid
620,Student_620,II,Male,Maths,40.6,37.1,Final
621,Student_621,III,Other,Maths,59.3,44.8,Mid
622,Student_622,I,Male,Maths,59.8,41.3,Final
623,Student_623,II,Other,Maths,68.4,70.9,Mid
624,Student_624,III,Female,Maths,38.9,48.5,Final
625,Student_625,I,Other,Maths,81.9,81.6,Mid
626,Student_626,II,Other,Maths,72.2,70.6,Final
627,Student_627,III,Female,Maths,25.4,42.5,Mid
628,Student_628,I,Male,Maths,52.6,71.0,Final
629,Student_629,II,Other,Maths,34.2,47.1,Mid
630,Student_630,III,Female,Maths,73.9,61.6,Final
631,Student_631,I,Female,Maths,80.7,83.2,Mid
632,Student_632,II,Male,Maths,94.4,99.9,Final
633,Student_633,III,Male,Maths,68.1,63.1,Mid
634,Student_634,I,Female,Maths,62.7,52.0,Final
635,Student_635,II,Female,Maths,69.1,76.6,Mid
636,Student_636,III,Female,Maths,58.5,57.1,Final
637,Student_637,I,Female,Maths,63.7,61.5,Mid
638,Student_638,II,Other,Maths,49.9,41.2,Final
639,Student_639,III,Other,Maths,59.1,59.2,Mid
640,Student_640,I,Female,Maths,84.6,99.2,Final
641,Student_641,II,Other,Maths,94.2,94.5,Mid
642,Student_642,III,Female,Maths,37.0,33.5,Final
643,Student_643,I,Female,Maths,85.0,86.3,Mid
644,Student_644,II,Female,Maths,77.0,83.8,Final
645,Student_645,III,Other,Maths,8.4,21.6,Mid
646,Student_646,I,Male,Maths,95.3,84.1,Final
647,Student_647,II,Female,Maths,100.0,97.5,Mid
648,Student_648,III,Male,Maths,87.1,86.8,Final
649,Student_649,I,Female,Maths,55.4,65.7,Mid
650,Student_650,II,Other,Maths,62.0,55.1,Final
651,Student_651,III,Female,Maths,69.0,74.7,Mid
652,Student_652,I,Male,Maths,57.7,75.2,Final
653,Student_653,II,Other,Maths,85.4,76.4,Mid
654,Student_654,III,Other,Maths,41.4,61.8,Final
655,Student_655,I,Female,Maths,69.5,71.9,Mid
656,Student_656,II,Male,Maths,89.0,81.3,Final
657,Student_657,III,Female,Maths,87.5,86.0,Mid
658,Student_658,I,Other,Maths,58.1,51.1,Final
659,Student_659,II,Female,Maths,75.0,64.3,Mid
660,Student_660,III,Male,Maths,14.3,23.9,Final
661,Student_661,I,Male,Maths,53.0,53.0,Mid
662,Student_662,II,Other,Maths,52.7,53.4,Final
663,Student_663,III,Female,Maths,75.8,76.8,Mid
664,Student_664,I,Other,Maths,83.6,76.9,Final
665,Student_665,II,Female,Maths,60.2,53.9,Mid
666,Student_666,III,Male,Maths,100.0,93.7,Final
667,Student_667,I,Female,Maths,49.3,59.3,Mid
668,Student_668,II,Other,Maths,41.8,38.7,Final
669,Student_669,III,Female,Maths,16.9,27.7,Mid
670,Student_670,I,Female,Maths,66.8,62.7,Final
671,Student_671,II,Female,Maths,99.8,83.6,Mid
672,Student_672,III,Female,Maths,54.2,39.2,Final
673,Student_673,I,Male,Maths,67.2,80.2,Mid
674,Student_674,II,Male,Maths,22.3,33.5,Final
675,Student_675,III,Male,Maths,47.0,42.8,Mid
676,Student_676,I,Other,Maths,66.0,71.7,Final
677,Student_677,II,Female,Maths,100.0,92.0,Mid
678,Student_678,III,Other,Maths,98.7,91.2,Final
679,Student_679,I,Male,Maths,82.6,77.6,Mid
680,Student_680,II,Male,Maths,49.0,59.6,Final
681,Student_681,III,Other,Maths,41.1,33.2,Mid
682,Student_682,I,Other,Maths,66.6,60.8,Final
683,Student_683,II,Female,Maths,71.6,72.2,Mid
684,Student_684,III,Male,Maths,54.4,69.1,Final
685,Student_685,I,Other,Maths,79.8,64.9,Mid
686,Student_686,II,Male,Maths,34.7,46.1,Final
687,Student_687,III,Female,Maths,39.2,54.1,Mid
688,Student_688,I,Female,Maths,88.8,84.0,Final
689,Student_689,II,Other,Maths,70.7,60.5,Mid
690,Student_690,III,Male,Maths,79.3,86.7,Final
691,Student_691,I,Male,Maths,49.5,59.0,Mid
692,Student_692,II,Male,Maths,72.1,68.9,Final
693,Student_693,III,Male,Maths,60.8,41.9,Mid
694,Student_694,I,Female,Maths,55.6,38.4,Final
695,Student_695,II,Other,Maths,53.6,44.4,Mid
696,Student_696,III,Male,Maths,56.3,53.3,Final
697,Student_697,I,Female,Maths,84.2,86.4,Mid
698,Student_698,II,Male,Maths,74.3,76.9,Final
699,Student_699,III,Male,Maths,54.4,57.5,Mid
700,Student_700,I,Other,Maths,53.5,51.7,Final
701,Student_701,II,Male,Maths,55.7,60.4,Mid
702,Student_702,III,Female,Maths,71.4,74.1,Final
703,Student_703,I,Other,Maths,32.4,38.6,Mid
704,Student_704,II,Other,Maths,48.4,50.2,Final
705,Student_705,III,Male,Maths,25.0,26.0,Mid
706,Student_706,I,Female,Maths,100.0,98.0,Final
707,Student_707,II,Other,Maths,65.6,60.2,Mid
708,Student_708,III,Female,Maths,100.0,76.3,Final
709,Student_709,I,Male,Maths,100.0,99.6,Mid
710,Student_710,II,Male,Maths,64.8,53.4,Final
711,Student_711,III,Other,Maths,57.4,44.2,Mid
712,Student_712,I,Other,Maths,65.8,60.8,Final
713,Student_713,II,Male,Maths,72.2,88.1,Mid
714,Student_714,III,Male,Maths,61.5,56.2,Final
715,Student_715,I,Male,Maths,32.1,35.3,Mid
716,Student_716,II,Male,Maths,34.0,39.5,Final
717,Student_717,III,Other,Maths,67.2,82.2,Mid
718,Student_718,I,Other,Maths,60.8,74.7,Final
719,Student_719,II,Male,Maths,26.7,28.7,Mid
720,Student_720,III,Other,Maths,80.1,77.3,Final
721,Student_721,I,Other,Maths,60.3,60.1,Mid
722,Student_722,II,Female,Maths,41.0,45.3,Final
723,Student_723,III,Other,Maths,68.7,63.7,Mid
724,Student_724,I,Male,Maths,74.3,67.2,Final
725,Student_725,II,Other,Maths,74.9,69.5,Mid
726,Student_726,III,Male,Maths,57.5,51.7,Final
727,Student_727,I,Other,Maths,63.3,55.6,Mid
728,Student_728,II,Female,Maths,42.8,60.8,Final
729,Student_729,III,Male,Maths,46.8,43.1,Mid
730,Student_730,I,Other,Maths,59.6,65.3,Final
731,Student_731,II,Other,Maths,76.8,58.4,Mid
732,Student_732,III,Female,Maths,79.3,68.0,Final
733,Student_733,I,Male,Maths,57.8,54.9,Mid
734,Student_734,II,Male,Maths,38.4,40.4,Final
735,Student_735,III,Other,Maths,36.1,57.8,Mid
736,Student_736,I,Male,Maths,59.9,71.4,Final
737,Student_737,II,Other,Maths,44.8,49.6,Mid
738,Student_738,III,Female,Maths,78.7,75.0,Final
739,Student_739,I,Other,Maths,37.4,41.3,Mid
740,Student_740,II,Other,Maths,68.0,53.2,Final
741,Student_741,III,Other,Maths,33.8,39.7,Mid
742,Student_742,I,Male,Maths,78.7,55.6,Final
743,Student_743,II,Other,Maths,68.2,80.6,Mid
744,Student_744,III,Male,Maths,56.4,49.3,Final
745,Student_745,I,Other,Maths,42.0,43.1,Mid
746,Student_746,II,Male,Maths,53.9,57.1,Final
747,Student_747,III,Other,Maths,62.1,62.7,Mid
748,Student_748,I,Male,Maths,92.0,100.0,Final
749,Student_749,II,Female,Maths,95.9,93.2,Mid
750,Student_750,III,Female,Maths,45.8,53.4,Final
751,Student_751,I,Other,Maths,46.1,43.9,Mid
752,Student_752,II,Male,Maths,54.0,50.1,Final
753,Student_753,III,Male,Maths,48.3,46.8,Mid
754,Student_754,I,Female,Maths,48.3,53.4,Final
755,Student_755,II,Male,Maths,48.4,34.5,Mid
756,Student_756,III,Other,Maths,10.6,28.0,Final
757,Student_757,I,Male,Maths,56.6,51.9,Mid
758,Student_758,II,Other,Maths,77.0,59.8,Final
759,Student_759,III,Female,Maths,72.6,61.6,Mid
760,Student_760,I,Other,Maths,82.2,93.3,Final
761,Student_761,II,Male,Maths,44.1,51.2,Mid
762,Student_762,III,Male,Maths,61.7,62.8,Final
763,Student_763,I,Female,Maths,27.8,39.3,Mid
764,Student_764,II,Male,Maths,31.6,38.6,Final
765,Student_765,III,Male,Maths,51.5,66.3,Mid
766,Student_766,I,Male,Maths,59.3,52.6,Final
767,Student_767,II,Other,Maths,100.0,94.1,Mid
768,Student_768,III,Other,Maths,77.2,84.1,Final
769,Student_769,I,Male,Maths,31.9,35.4,Mid
770,Student_770,II,Male,Maths,40.6,50.3,Final
771,Student_771,III,Female,Maths,39.5,33.9,Mid
772,Student_772,I,Female,Maths,70.0,77.3,Final
773,Student_773,II,Other,Maths,13.7,23.2,Mid
774,Student_774,III,Male,Maths,93.1,85.9,Final
775,Student_775,I,Female,Maths,53.6,41.7,Mid
776,Student_776,II,Male,Maths,83.8,82.6,Final
777,Student_777,III,Male,Maths,17.7,34.5,Mid
778,Student_778,I,Other,Maths,99.6,88.4,Final
779,Student_779,II,Female,Maths,42.6,58.7,Mid
780,Student_780,III,Female,Maths,24.4,37.0,Final
781,Student_781,I,Male,Maths,55.7,59.7,Mid
782,Student_782,II,Female,Maths,74.7,72.0,Final
783,Student_783,III,Female,Maths,55.3,59.8,Mid
784,Student_784,I,Other,Maths,87.0,74.0,Final
785,Student_785,II,Female,Maths,68.0,65.5,Mid
786,Student_786,III,Male,Maths,85.8,85.3,Final
787,Student_787,I,Other,Maths,33.0,46.4,Mid
788,Student_788,II,Male,Maths,97.2,83.9,Final
789,Student_789,III,Other,Maths,95.6,97.1,Mid
790,Student_790,I,Female,Maths,67.8,78.0,Final
791,Student_791,II,Other,Maths,82.4,88.9,Mid
792,Student_792,III,Female,Maths,58.7,44.9,Final
793,Student_793,I,Female,Maths,92.7,90.2,Mid
794,Student_794,II,Female,Maths,41.0,43.2,Final
795,Student_795,III,Male,Maths,44.7,50.2,Mid
796,Student_796,I,Male,Maths,71.0,66.1,Final
797,Student_797,II,Other,Maths,71.4,85.6,Mid
798,Student_798,III,Other,Maths,86.4,84.9,Final
799,Student_799,I,Other,Maths,72.1,77.0,Mid
800,Student_800,II,Male,Maths,77.4,91.5,Final
801,Student_801,III,Female,Maths,69.7,73.2,Mid
802,Student_802,I,Female,Maths,67.8,82.5,Final
803,Student_803,II,Other,Maths,41.1,47.0,Mid
804,Student_804,III,Female,Maths,53.4,75.4,Final
805,Student_805,I,Other,Maths,64.5,71.2,Mid
806,Student_806,II,Other,Maths,68.5,80.7,Final
807,Student_807,III,Female,Maths,69.3,70.1,Mid
808,Student_808,I,Female,Maths,78.1,80.0,Final
809,Student_809,II,Female,Maths,100.0,100.0,Mid
810,Student_810,III,Other,Maths,79.1,67.2,Final
811,Student_811,I,Female,Maths,83.5,71.3,Mid
812,Student_812,II,Male,Maths,64.8,68.6,Final
813,Student_813,III,Female,Maths,72.9,73.0,Mid
814,Student_814,I,Female,Maths,56.2,66.3,Final
815,Student_815,II,Other,Maths,90.0,91.8,Mid
816,Student_816,III,Other,Maths,85.4,71.8,Final
817,Student_817,I,Male,Maths,62.3,71.5,Mid
818,Student_818,II,Female,Maths,71.3,51.8,Final
819,Student_819,III,Male,Maths,38.6,58.5,Mid
820,Student_820,I,Female,Maths,98.0,96.3,Final
821,Student_821,II,Other,Maths,91.5,100.0,Mid
822,Student_822,III,Other,Maths,76.8,100.0,Final
823,Student_823,I,Male,Maths,80.2,70.9,Mid
824,Student_824,II,Male,Maths,65.5,64.7,Final
825,Student_825,III,Other,Maths,57.4,53.1,Mid
826,Student_826,I,Female,Maths,67.1,74.7,Final
827,Student_827,II,Female,Maths,61.2,53.5,Mid
828,Student_828,III,Other,Maths,65.1,69.7,Final
829,Student_829,I,Other,Maths,58.1,48.6,Mid
830,Student_830,II,Other,Maths,92.4,97.4,Final
831,Student_831,III,Other,Maths,74.8,65.3,Mid
832,Student_832,I,Other,Maths,43.5,39.5,Final
833,Student_833,II,Other,Maths,72.6,57.4,Mid
834,Student_834,III,Other,Maths,81.6,77.5,Final
835,Student_835,I,Female,Maths,89.8,78.5,Mid
836,Student_836,II,Male,Maths,90.2,86.9,Final
837,Student_837,III,Other,Maths,81.9,73.0,Mid
838,Student_838,I,Other,Maths,35.3,34.4,Final
839,Student_839,II,Male,Maths,77.8,76.9,Mid
840,Student_840,III,Female,Maths,100.0,100.0,Final
841,Student_841,I,Female,Maths,91.2,90.3,Mid
842,Student_842,II,Female,Maths,21.9,37.5,Final
843,Student_843,III,Other,Maths,76.6,72.7,Mid
844,Student_844,I,Female,Maths,65.7,52.2,Final
845,Student_845,II,Other,Maths,96.4,95.7,Mid
846,Student_846,III,Other,Maths,51.1,51.3,Final
847,Student_847,I,Other,Maths,35.3,40.4,Mid
848,Student_848,II,Female,Maths,39.1,44.9,Final
849,Student_849,III,Male,Maths,71.1,79.6,Mid
850,Student_850,I,Other,Maths,75.7,77.8,Final
851,Student_851,II,Male,Maths,54.9,68.6,Mid
852,Student_852,III,Male,Maths,35.9,55.6,Final
853,Student_853,I,Male,Maths,92.2,93.0,Mid
854,Student_854,II,Male,Maths,65.3,57.4,Final
855,Student_855,III,Other,Maths,18.4,34.1,Mid
856,Student_856,I,Female,Maths,100.0,85.2,Final
857,Student_857,II,Male,Maths,67.4,58.5,Mid
858,Student_858,III,Male,Maths,81.7,79.5,Final
859,Student_859,I,Male,Maths,68.6,52.8,Mid
860,Student_860,II,Other,Maths,67.8,71.9,Final
861,Student_861,III,Other,Maths,54.3,53.9,Mid
862,Student_862,I,Male,Maths,46.6,62.4,Final
863,Student_863,II,Male,Maths,73.9,72.8,Mid
864,Student_864,III,Female,Maths,89.3,83.4,Final
865,Student_865,I,Other,Maths,49.4,52.1,Mid
866,Student_866,II,Male,Maths,47.4,49.7,Final
867,Student_867,III,Other,Maths,36.5,48.1,Mid
868,Student_868,I,Male,Maths,71.4,56.2,Final
869,Student_869,II,Male,Maths,37.4,55.5,Mid
870,Student_870,III,Female,Maths,86.5,69.4,Final
871,Student_871,I,Male,Maths,44.2,52.1,Mid
872,Student_872,II,Male,Maths,34.8,51.6,Final
873,Student_873,III,Male,Maths,54.3,56.4,Mid
874,Student_874,I,Male,Maths,68.2,70.1,Final
875,Student_875,II,Other,Maths,66.7,65.6,Mid
876,Student_876,III,Male,Maths,69.3,75.9,Final
877,Student_877,I,Male,Maths,97.2,81.6,Mid
878,Student_878,II,Male,Maths,56.7,50.1,Final
879,Student_879,III,Male,Maths,60.9,60.2,Mid
880,Student_880,I,Female,Maths,35.7,38.7,Final
881,Student_881,II,Other,Maths,78.2,52.6,Mid
882,Student_882,III,Male,Maths,85.2,88.2,Final
883,Student_883,I,Other,Maths,33.5,34.5,Mid
884,Student_884,II,Female,Maths,40.3,44.3,Final
885,Student_885,III,Male,Maths,90.7,78.9,Mid
886,Student_886,I,Other,Maths,69.9,69.1,Final
887,Student_887,II,Male,Maths,74.3,83.3,Mid
888,Student_888,III,Female,Maths,44.0,38.9,Final
889,Student_889,I,Female,Maths,99.1,92.5,Mid
890,Student_890,II,Female,Maths,65.2,71.7,Final
891,Student_891,III,Male,Maths,83.5,77.9,Mid
892,Student_892,I,Male,Maths,69.1,47.6,Final
893,Student_893,II,Other,Maths,72.0,56.4,Mid
894,Student_894,III,Other,Maths,39.3,27.5,Final
895,Student_895,I,Male,Maths,77.4,75.8,Mid
896,Student_896,II,Female,Maths,49.1,48.1,Final
897,Student_897,III,Other,Maths,62.1,50.6,Mid
898,Student_898,I,Male,Maths,38.1,55.7,Final
899,Student_899,II,Female,Maths,95.4,97.0,Mid
900,Student_900,III,Other,Maths,41.1,48.4,Final
901,Student_901,I,Other,Maths,48.6,54.9,Mid
902,Student_902,II,Female,Maths,94.7,91.0,Final
903,Student_903,III,Other,Maths,86.6,81.0,Mid
904,Student_904,I,Female,Maths,74.9,83.0,Final
905,Student_905,II,Male,Maths,42.6,59.4,Mid
906,Student_906,III,Other,Maths,61.2,50.3,Final
907,Student_907,I,Male,Maths,45.1,42.2,Mid
908,Student_908,II,Male,Maths,53.1,55.1,Final
909,Student_909,III,Female,Maths,40.9,50.6,Mid
910,Student_910,I,Other,Maths,63.7,60.3,Final
911,Student_911,II,Other,Maths,51.7,59.9,Mid
912,Student_912,III,Other,Maths,66.5,71.7,Final
913,Student_913,I,Female,Maths,96.4,87.6,Mid
914,Student_914,II,Female,Maths,46.4,40.7,Final
915,Student_915,III,Female,Maths,100.0,100.0,Mid
916,Student_916,I,Male,Maths,98.5,88.3,Final
917,Student_917,II,Female,Maths,31.5,42.6,Mid
918,Student_918,III,Male,Maths,66.9,57.8,Final
919,Student_919,I,Male,Maths,100.0,93.8,Mid
920,Student_920,II,Other,Maths,96.5,84.6,Final
921,Student_921,III,Other,Maths,57.8,54.0,Mid
922,Student_922,I,Male,Maths,34.8,33.9,Final
923,Student_923,II,Male,Maths,92.6,86.6,Mid
924,Student_924,III,Male,Maths,98.4,87.1,Final
925,Student_925,I,Male,Maths,82.7,82.3,Mid
926,Student_926,II,Other,Maths,66.0,56.9,Final
927,Student_927,III,Other,Maths,34.4,66.7,Mid
928,Student_928,I,Other,Maths,50.4,67.6,Final
929,Student_929,II,Female,Maths,76.4,66.3,Mid
930,Student_930,III,Male,Maths,78.4,74.9,Final
931,Student_931,I,Male,Maths,51.2,46.8,Mid
932,Student_932,II,Other,Maths,50.3,54.8,Final
933,Student_933,III,Other,Maths,65.8,83.0,Mid
934,Student_934,I,Female,Maths,82.9,70.9,Final
935,Student_935,II,Female,Maths,100.0,93.3,Mid
936,Student_936,III,Other,Maths,96.2,83.6,Final
937,Student_937,I,Other,Maths,22.4,43.0,Mid
938,Student_938,II,Male,Maths,61.0,50.6,Final
939,Student_939,III,Female,Maths,76.9,67.3,Mid
940,Student_940,I,Male,Maths,52.1,46.4,Final
941,Student_941,II,Female,Maths,67.2,66.3,Mid
942,Student_942,III,Female,Maths,36.1,42.5,Final
943,Student_943,I,Male,Maths,60.3,54.7,Mid
944,Student_944,II,Male,Maths,55.5,59.8,Final
945,Student_945,III,Female,Maths,72.8,65.6,Mid
946,Student_946,I,Female,Maths,28.0,32.5,Final
947,Student_947,II,Other,Maths,61.1,63.6,Mid
948,Student_948,III,Male,Maths,37.9,46.4,Final
949,Student_949,I,Male,Maths,95.0,95.2,Mid
950,Student_950,II,Other,Maths,66.0,65.6,Final
951,Student_951,III,Other,Maths,98.7,86.1,Mid
952,Student_952,I,Other,Maths,86.4,85.1,Final
953,Student_953,II,Other,Maths,47.9,76.0,Mid
954,Student_954,III,Other,Maths,100.0,82.2,Final
955,Student_955,I,Female,Maths,44.6,50.4,Mid
956,Student_956,II,Other,Maths,39.2,55.7,Final
957,Student_957,III,Female,Maths,85.8,74.9,Mid
958,Student_958,I,Other,Maths,75.5,66.8,Final
959,Student_959,II,Female,Maths,52.2,55.4,Mid
960,Student_960,III,Female,Maths,76.0,88.2,Final
