Adm_No,Name,Gender,Class
1141,Student_1141,Male,I
1142,Student_1142,Female,II
1143,Student_1143,Male,III
1144,Student_1144,Female,I
1145,Student_1145,Other,II
1146,Student_1146,Male,III
1147,Student_1147,Female,I
1148,Student_1148,Female,II
1149,Student_1149,Other,III
1150,Student_1150,Other,I
1151,Student_1151,Male,II
1152,Student_1152,Female,III
1153,Student_1153,Other,I
1154,Student_1154,Male,II
1155,Student_1155,Other,III
1156,Student_1156,Male,I
1157,Student_1157,Female,II
1158,Student_1158,Other,III
1159,Student_1159,Female,I
1160,Student_1160,Other,II
1161,Student_1161,Female,III
1162,Student_1162,Male,I
1163,Student_1163,Other,II
1164,Student_1164,Female,III
1165,Student_1165,Male,I
1166,Student_1166,Male,II
1167,Student_1167,Female,III
1168,Student_1168,Female,I
1169,Student_1169,Other,II
1170,Student_1170,Male,III
1171,Student_1171,Female,I
1172,Student_1172,Other,II
1173,Student_1173,Other,III
1174,Student_1174,Other,I
1175,Student_1175,Male,II
1176,Student_1176,Male,III
1177,Student_1177,Female,I
1178,Student_1178,Female,II
1179,Student_1179,Male,III
1180,Student_1180,Male,I
1181,Student_1181,Male,II
1182,Student_1182,Female,III
1183,Student_1183,Other,I
1184,Student_1184,Male,II
1185,Student_1185,Male,III
1186,Student_1186,Male,I
1187,Student_1187,Other,II
1188,Student_1188,Other,III
1189,Student_1189,Female,I
1190,Student_1190,Male,II
1191,Student_1191,Male,III
1192,Student_1192,Other,I
1193,Student_1193,Female,II
1194,Student_1194,Male,III
1195,Student_1195,Other,I
1196,Student_1196,Female,II
1197,Student_1197,Female,III
1198,Student_1198,Female,I
1199,Student_1199,Male,II
1200,Student_1200,Other,III
1201,Student_1201,Other,I
1202,Student_1202,Male,II
1203,Student_1203,Other,III
1204,Student_1204,Male,I
1205,Student_1205,Female,II
1206,Student_1206,Other,III
1207,Student_1207,Male,I
1208,Student_1208,Other,II
1209,Student_1209,Male,III
1210,Student_1210,Other,I
1211,Student_1211,Female,II
1212,Student_1212,Male,III
1213,Student_1213,Other,I
1214,Student_1214,Male,II
1215,Student_1215,Other,III
1216,Student_1216,Other,I
1217,Student_1217,Male,II
1218,Student_1218,Female,III
1219,Student_1219,Female,I
1220,Student_1220,Female,II
1221,Student_1221,Female,III
1222,Student_1222,Male,I
1223,Student_1223,Female,II
1224,Student_1224,Male,III
1225,Student_1225,Other,I
1226,Student_1226,Other,II
1227,Student_1227,Male,III
1228,Student_1228,Other,I
1229,Student_1229,Other,II
1230,Student_1230,Male,III
1231,Student_1231,Other,I
1232,Student_1232,Other,II
1233,Student_1233,Male,III
1234,Student_1234,Female,I
1235,Student_1235,Other,II
1236,Student_1236,Female,III
1237,Student_1237,Male,I
1238,Student_1238,Female,II
1239,Student_1239,Female,III
1240,Student_1240,Other,I
1241,Student_1241,Female,II
1242,Student_1242,Female,III
1243,Student_1243,Other,I
1244,Student_1244,Female,II
1245,Student_1245,Other,III
1246,Student_1246,Other,I
1247,Student_1247,Other,II
1248,Student_1248,Male,III
1249,Student_1249,Other,I
1250,Student_1250,Other,II
1251,Student_1251,Male,III
1252,Student_1252,Female,I
1253,Student_1253,Female,II
1254,Student_1254,Female,III
1255,Student_1255,Other,I
1256,Student_1256,Other,II
1257,Student_1257,Male,III
1258,Student_1258,Female,I
1259,Student_1259,Other,II
1260,Student_1260,Female,III
1261,Student_1261,Other,I
1262,Student_1262,Female,II
1263,Student_1263,Other,III
1264,Student_1264,Other,I
1265,Student_1265,Male,II
1266,Student_1266,Other,III
1267,Student_1267,Male,I
1268,Student_1268,Other,II
1269,Student_1269,Other,III
1270,Student_1270,Male,I
1271,Student_1271,Male,II
1272,Student_1272,Female,III
1273,Student_1273,Male,I
1274,Student_1274,Female,II
1275,Student_1275,Male,III
1276,Student_1276,Male,I
1277,Student_1277,Female,II
1278,Student_1278,Other,III
1279,Student_1279,Male,I
1280,Student_1280,Male,II
1281,Student_1281,Male,III
1282,Student_1282,Male,I
1283,Student_1283,Male,II
1284,Student_1284,Male,III
1285,Student_1285,Female,I
1286,Student_1286,Male,II
1287,Student_1287,Other,III
1288,Student_1288,Female,I
1289,Student_1289,Other,II
1290,Student_1290,Female,III
1291,Student_1291,Female,I
1292,Student_1292,Female,II
1293,Student_1293,Other,III
1294,Student_1294,Male,I
1295,Student_1295,Other,II
1296,Student_1296,Male,III
1297,Student_1297,Male,I
1298,Student_1298,Other,II
1299,Student_1299,Other,III
1300,Student_1300,Male,I
1301,Student_1301,Female,II
1302,Student_1302,Female,III
1303,Student_1303,Male,I
1304,Student_1304,Female,II
1305,Student_1305,Other,III
1306,Student_1306,Female,I
1307,Student_1307,Female,II
1308,Student_1308,Other,III
1309,Student_1309,Male,I
1310,Student_1310,Female,II
1311,Student_1311,Male,III
1312,Student_1312,Other,I
1313,Student_1313,Male,II
1314,Student_1314,Other,III
1315,Student_1315,Female,I
1316,Student_1316,Male,II
1317,Student_1317,Other,III
1318,Student_1318,Male,I
1319,Student_1319,Male,II
1320,Student_1320,Female,III
1321,Student_1321,Other,I
1322,Student_1322,Female,II
1323,Student_1323,Female,III
1324,Student_1324,Female,I
1325,Student_1325,Male,II
1326,Student_1326,Male,III
1327,Student_1327,Male,I
1328,Student_1328,Male,II
1329,Student_1329,Other,III
1330,Student_1330,Female,I
1331,Student_1331,Female,II
1332,Student_1332,Other,III
1333,Student_1333,Other,I
1334,Student_1334,Other,II
1335,Student_1335,Female,III
1336,Student_1336,Other,I
1337,Student_1337,Other,II
1338,Student_1338,Male,III
1339,Student_1339,Male,I
1340,Student_1340,Female,II
1341,Student_1341,Other,III
1342,Student_1342,Other,I
1343,Student_1343,Other,II
1344,Student_1344,Other,III
1345,Student_1345,Male,I
1346,Student_1346,Female,II
1347,Student_1347,Male,III
1348,Student_1348,Female,I
1349,Student_1349,Male,II
1350,Student_1350,Male,III
1351,Student_1351,Other,I
1352,Student_1352,Other,II
1353,Student_1353,Other,III
1354,Student_1354,Female,I
1355,Student_1355,Male,II
1356,Student_1356,Female,III
1357,Student_1357,Other,I
1358,Student_1358,Female,II
1359,Student_1359,Male,III
1360,Student_1360,Female,I
1361,Student_1361,Other,II
1362,Student_1362,Male,III
1363,Student_1363,Other,I
1364,Student_1364,Other,II
1365,Student_1365,Other,III
1366,Student_1366,Female,I
1367,Student_1367,Male,II
1368,Student_1368,Male,III
1369,Student_1369,Female,I
1370,Student_1370,Female,II
1371,Student_1371,Male,III
1372,Student_1372,Other,I
1373,Student_1373,Other,II
1374,Student_1374,Female,III
1375,Student_1375,Other,I
1376,Student_1376,Female,II
1377,Student_1377,Female,III
1378,Student_1378,Female,I
1379,Student_1379,Female,II
1380,Student_1380,Other,III
1381,Student_1381,Male,I
1382,Student_1382,Other,II
1383,Student_1383,Other,III
1384,Student_1384,Other,I
1385,Student_1385,Male,II
1386,Student_1386,Male,III
1387,Student_1387,Female,I
1388,Student_1388,Other,II
1389,Student_1389,Other,III
1390,Student_1390,Other,I
1391,Student_1391,Male,II
1392,Student_1392,Female,III
1393,Student_1393,Other,I
1394,Student_1394,Female,II
1395,Student_1395,Other,III
1396,Student_1396,Male,I
1397,Student_1397,Female,II
1398,Student_1398,Female,III
1399,Student_1399,Other,I
1400,Student_1400,Male,II
1401,Student_1401,Male,III
1402,Student_1402,Male,I
1403,Student_1403,Male,II
1404,Student_1404,Other,III
1405,Student_1405,Other,I
1406,Student_1406,Male,II
1407,Student_1407,Other,III
1408,Student_1408,Female,I
1409,Student_1409,Other,II
1410,Student_1410,Male,III
1411,Student_1411,Other,I
1412,Student_1412,Female,II
1413,Student_1413,Other,III
1414,Student_1414,Female,I
1415,Student_1415,Other,II
1416,Student_1416,Female,III
1417,Student_1417,Other,I
1418,Student_1418,Female,II
1419,Student_1419,Male,III
1420,Student_1420,Other,I
1421,Student_1421,Other,II
1422,Student_1422,Female,III
1423,Student_1423,Male,I
1424,Student_1424,Other,II
1425,Student_1425,Other,III
1426,Student_1426,Other,I
1427,Student_1427,Other,II
1428,Student_1428,Female,III
1429,Student_1429,Male,I
1430,Student_1430,Male,II
1431,Student_1431,Male,III
1432,Student_1432,Male,I
1433,Student_1433,Other,II
1434,Student_1434,Other,III
1435,Student_1435,Male,I
1436,Student_1436,Female,II
1437,Student_1437,Male,III
1438,Student_1438,Female,I
1439,Student_1439,Other,II
1440,Student_1440,Other,III
1441,Student_1441,Other,I
1442,Student_1442,Male,II
1443,Student_1443,Other,III
1444,Student_1444,Other,I
1445,Student_1445,Female,II
1446,Student_1446,Male,III
1447,Student_1447,Male,I
1448,Student_1448,Other,II
1449,Student_1449,Male,III
1450,Student_1450,Male,I
1451,Student_1451,Female,II
1452,Student_1452,Male,III
1453,Student_1453,Other,I
1454,Student_1454,Other,II
1455,Student_1455,Male,III
1456,Student_1456,Male,I
1457,Student_1457,Male,II
1458,Student_1458,Other,III
1459,Student_1459,Female,I
1460,Student_1460,Female,II
1461,Student_1461,Male,III
1462,Student_1462,Male,I
1463,Student_1463,Female,II
1464,Student_1464,Male,III
1465,Student_1465,Female,I
1466,Student_1466,Other,II
1467,Student_1467,Male,III
1468,Student_1468,Female,I
1469,Student_1469,Other,II
1470,Student_1470,Other,III
1471,Student_1471,Male,I
1472,Student_1472,Male,II
1473,Student_1473,Other,III
1474,Student_1474,Other,I
1475,Student_1475,Male,II
1476,Student_1476,Female,III
1477,Student_1477,Female,I
1478,Student_1478,Other,II
1479,Student_1479,Other,III
1480,Student_1480,Female,I
1481,Student_1481,Other,II
1482,Student_1482,Male,III
1483,Student_1483,Male,I
1484,Student_1484,Other,II
1485,Student_1485,Male,III
1486,Student_1486,Other,I
1487,Student_1487,Male,II
1488,Student_1488,Female,III
1489,Student_1489,Male,I
1490,Student_1490,Other,II
1491,Student_1491,Female,III
1492,Student_1492,Male,I
1493,Student_1493,Female,II
1494,Student_1494,Male,III
1495,Student_1495,Other,I
1496,Student_1496,Male,II
1497,Student_1497,Female,III
1498,Student_1498,Female,I
1499,Student_1499,Male,II
1500,Student_1500,Male,III
1501,Student_1501,Female,I
1502,Student_1502,Female,II
1503,Student_1503,Male,III
1504,Student_1504,Male,I
1505,Student_1505,Other,II
1506,Student_1506,Other,III
1507,Student_1507,Female,I
1508,Student_1508,Other,II
1509,Student_1509,Male,III
1510,Student_1510,Other,I
1511,Student_1511,Other,II
1512,Student_1512,Male,III
1513,Student_1513,Female,I
1514,Student_1514,Other,II
1515,Student_1515,Female,III
1516,Student_1516,Male,I
1517,Student_1517,Female,II
1518,Student_1518,Other,III
1519,Student_1519,Male,I
1520,Student_1520,Female,II
1521,Student_1521,Female,III
1522,Student_1522,Female,I
1523,Student_1523,Male,II
1524,Student_1524,Male,III
1525,Student_1525,Other,I
1526,Student_1526,Other,II
1527,Student_1527,Female,III
1528,Student_1528,Other,I
1529,Student_1529,Other,II
1530,Student_1530,Female,III
1531,Student_1531,Female,I
1532,Student_1532,Other,II
1533,Student_1533,Female,III
1534,Student_1534,Other,I
1535,Student_1535,Other,II
1536,Student_1536,Male,III
1537,Student_1537,Female,I
1538,Student_1538,Other,II
1539,Student_1539,Other,III
1540,Student_1540,Female,I
1541,Student_1541,Other,II
1542,Student_1542,Female,III
1543,Student_1543,Female,I
1544,Student_1544,Male,II
1545,Student_1545,Male,III
1546,Student_1546,Other,I
1547,Student_1547,Other,II
1548,Student_1548,Other,III
1549,Student_1549,Other,I
1550,Student_1550,Male,II
1551,Student_1551,Female,III
1552,Student_1552,Female,I
1553,Student_1553,Other,II
1554,Student_1554,Female,III
1555,Student_1555,Other,I
1556,Student_1556,Other,II
1557,Student_1557,Other,III
1558,Student_1558,Other,I
1559,Student_1559,Other,II
1560,Student_1560,Male,III
1561,Student_1561,Female,I
1562,Student_1562,Female,II
1563,Student_1563,Male,III
1564,Student_1564,Female,I
1565,Student_1565,Female,II
1566,Student_1566,Female,III
1567,Student_1567,Male,I
1568,Student_1568,Female,II
1569,Student_1569,Female,III
1570,Student_1570,Male,I
1571,Student_1571,Female,II
1572,Student_1572,Male,III
1573,Student_1573,Male,I
1574,Student_1574,Female,II
1575,Student_1575,Female,III
1576,Student_1576,Other,I
1577,Student_1577,Male,II
1578,Student_1578,Female,III
1579,Student_1579,Other,I
1580,Student_1580,Male,II
1581,Student_1581,Other,III
1582,Student_1582,Other,I
1583,Student_1583,Other,II
1584,Student_1584,Other,III
1585,Student_1585,Male,I
1586,Student_1586,Female,II
1587,Student_1587,Other,III
1588,Student_1588,Male,I
1589,Student_1589,Female,II
1590,Student_1590,Other,III
1591,Student_1591,Other,I
1592,Student_1592,Female,II
1593,Student_1593,Other,III
1594,Student_1594,Other,I
1595,Student_1595,Male,II
1596,Student_1596,Male,III
1597,Student_1597,Other,I
1598,Student_1598,Male,II
1599,Student_1599,Male,III
1600,Student_1600,Female,I
1601,Student_1601,Other,II
1602,Student_1602,Other,III
1603,Student_1603,Male,I
1604,Student_1604,Female,II
1605,Student_1605,Other,III
1606,Student_1606,Male,I
1607,Student_1607,Female,II
1608,Student_1608,Female,III
1609,Student_1609,Other,I
1610,Student_1610,Other,II
1611,Student_1611,Other,III
1612,Student_1612,Male,I
1613,Student_1613,Female,II
1614,Student_1614,Other,III
1615,Student_1615,Female,I
1616,Student_1616,Other,II
1617,Student_1617,Female,III
1618,Student_1618,Female,I
1619,Student_1619,Male,II
1620,Student_1620,Other,III
1621,Student_1621,Other,I
1622,Student_1622,Other,II
1623,Student_1623,Male,III
1624,Student_1624,Male,I
1625,Student_1625,Male,II
1626,Student_1626,Male,III
1627,Student_1627,Male,I
1628,Student_1628,Male,II
1629,Student_1629,Other,III
1630,Student_1630,Male,I
1631,Student_1631,Female,II
1632,Student_1632,Female,III
1633,Student_1633,Female,I
1634,Student_1634,Other,II
1635,Student_1635,Male,III
1636,Student_1636,Other,I
1637,Student_1637,Other,II
1638,Student_1638,Male,III
1639,Student_1639,Other,I
1640,Student_1640,Female,II
1641,Student_1641,Other,III
1642,Student_1642,Male,I
1643,Student_1643,Male,II
1644,Student_1644,Female,III
1645,Student_1645,Other,I
1646,Student_1646,Male,II
1647,Student_1647,Other,III
1648,Student_1648,Other,I
1649,Student_1649,Female,II
1650,Student_1650,Other,III
1651,Student_1651,Other,I
1652,Student_1652,Male,II
1653,Student_1653,Other,III
1654,Student_1654,Other,I
1655,Student_1655,Male,II
1656,Student_1656,Female,III
1657,Student_1657,Female,I
1658,Student_1658,Other,II
1659,Student_1659,Other,III
1660,Student_1660,Female,I
1661,Student_1661,Male,II
1662,Student_1662,Male,III
1663,Student_1663,Male,I
1664,Student_1664,Female,II
1665,Student_1665,Other,III
1666,Student_1666,Male,I
1667,Student_1667,Other,II
1668,Student_1668,Female,III
1669,Student_1669,Male,I
1670,Student_1670,Male,II
1671,Student_1671,Male,III
1672,Student_1672,Other,I
1673,Student_1673,Male,II
1674,Student_1674,Other,III
1675,Student_1675,Female,I
1676,Student_1676,Male,II
1677,Student_1677,Male,III
1678,Student_1678,Female,I
1679,Student_1679,Female,II
1680,Student_1680,Other,III
1681,Student_1681,Female,I
1682,Student_1682,Male,II
1683,Student_1683,Male,III
1684,Student_1684,Female,I
1685,Student_1685,Female,II
1686,Student_1686,Other,III
